PRODUCT_NAME,TAXONOMY_INDEX,ADDITIONAL_DETAILS,ACQUISITION_COST,SALE_COST,QUANTITY,WAREHOUSE_NAME,CITY,STATE,COUNTRY_NAME,CREATION_DATE,DETAILS_GROUP_ONE,DETAILS_GROUP_TWO,DETAILS_GROUP_THREE,DETAILS_GROUP_FOUR,PROFIT,TOTAL PROFIT,PROFIT AFTER tax
Intel Xeon E5-1660 V3 (OEM/Tray),,"Speed:3.0GHz,Cores:8,TDP:140W",914.52,1019.99,110.0,San Francisco,South San Francisco,California,United States,,Speed:3.0GHz,Cores:8,TDP:140W,,105.47000000000003,11601.700000000003,11601.700000000003
Intel Core i7-3930K,,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660.0,35.0,Sydney,Sydney,New South Wales,Australia,,Speed:3.2GHz,Cores:6,TDP:130W,,150.68,5273.8,3955.3500000000004
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,96.0,San Francisco,South San Francisco,California,United States,2020-09-01,Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz,,,550.48,52846.08,52846.08
G.Skill Ripjaws V Series,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",546.05,677.99,276.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,,131.94000000000005,36415.44000000002,36415.44000000002
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",617.62,695.99,9.0,Bombay,Bombay,Maharashtra,India,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,,78.37,705.33,705.33
Corsair Dominator Platinum,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",616.53,719.99,5.0,Beijing,Beijing,Beijing,China,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,103.46000000000004,517.3000000000002,258.6500000000001
Intel Core i7-5930K,,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,60.0,Sydney,Sydney,New South Wales,Australia,2020-01-03,Speed:3.5GHz,Cores:6,TDP:140W,,73.43,4405.8,3304.3500000000004
Intel Core i7-6950X (OEM/Tray),,"Speed:3.0GHz,Cores:10,TDP:140W",1479.56,1704.37,71.0,"Seattle, Washington",Seattle,Washington,United States,2020-02-03,Speed:3.0GHz,Cores:10,TDP:140W,,224.80999999999995,15961.509999999997,15961.509999999997
Gigabyte X299 AORUS Gaming 3,,"CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB",227.48,280.98,54.0,Toronto,Toronto,Ontario,Canada,2020-05-03,CPU:LGA2066,Form Factor:ATX,RAM Slots:8,Max RAM:128GB,53.50000000000003,2889.0000000000014,2889.0000000000014
Gigabyte GV-N108TAORUS-11GD,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.59GHz",605.3,744.98,164.0,Toronto,Toronto,Ontario,Canada,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.59GHz,,,139.68000000000006,22907.52000000001,22907.52000000001
MSI Z170 Krait Gaming,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,44.0,Beijing,Beijing,Beijing,China,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,68.30999999999997,3005.639999999999,1502.8199999999995
Intel Core i7-3930K,True,"Speed:3.2GHz,Cores:6,TDP:130W",509.32,660.0,50.0,Beijing,Beijing,Beijing,China,2020-06-04,Speed:3.2GHz,Cores:6,TDP:130W,,150.68,7534.0,3767.0
MSI GAMING,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,21.0,Beijing,Beijing,Beijing,China,2020-10-04,Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,96.81000000000006,2033.0100000000011,1016.5050000000006
Corsair Dominator Platinum,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",609.89,749.99,5.0,Beijing,Beijing,Beijing,China,,Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,140.10000000000002,700.5000000000001,350.25000000000006
Corsair Dominator Platinum,,"Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB",609.89,749.99,105.0,San Francisco,South San Francisco,California,United States,,Speed:DDR4-3466,Type:288-pin DIMM,CAS:16Module:4x16GBSize:64GB,,140.10000000000002,14710.500000000002,14710.500000000002
Asus RAMPAGE V EXTREME,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459.0,,47.0,Beijing,Beijing,Beijing,China,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB,,,
Intel Xeon E5-2650,True,"Speed:2.0GHz,Cores:8,TDP:95W",869.03,1064.99,195.0,San Francisco,South San Francisco,California,United States,,Speed:2.0GHz,Cores:8,TDP:95W,,195.96000000000004,38212.200000000004,38212.200000000004
G.Skill Trident Z,,"Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",594.04,768.99,59.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB,,174.95000000000005,10322.050000000003,7741.537500000002
Intel Xeon E5-2630 V3 (OEM/Tray),,"Speed:2.4GHz,Cores:8,TDP:85W",421.9,589.99,50.0,Beijing,Beijing,Beijing,China,,Speed:2.4GHz,Cores:8,TDP:85W,,168.09000000000003,8404.500000000002,4202.250000000001
Intel DG43RK,,"CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB",219.69,289.79,23.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,CPU:LGA775,Form Factor:Micro ATX,RAM Slots:4,Max RAM:8GB,70.10000000000002,1612.3000000000006,1128.6100000000004
AMD FirePro W9100,,"Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz",2483.38,2998.89,12.0,San Francisco,South San Francisco,California,United States,,Chipset:FirePro W9100,Memory:16GBCore Clock:930MHz,,,515.5099999999998,6186.119999999997,6186.119999999997
Samsung MZ-7KE256BW,,"Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A",97.19,119.99,225.0,San Francisco,San Francisco,California,United States,,Series:850 Pro Series,Type:SSD,Capacity:256GB,Cache:N/A,22.799999999999997,5129.999999999999,5129.999999999999
Intel Xeon E5-2630 V3 (OEM/Tray),,"Speed:2.4GHz,Cores:8,TDP:85W",421.9,589.99,77.0,"Seattle, Washington",Seattle,Washington,United States,,Speed:2.4GHz,Cores:8,TDP:85W,,168.09000000000003,12942.930000000002,12942.930000000002
Intel DP35DPM,,"CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB",626.22,789.79,32.0,Bombay,Bombay,Maharashtra,India,,CPU:LGA775,Form Factor:ATX,RAM Slots:4,Max RAM:8GB,163.56999999999994,5234.239999999998,5234.239999999998
Seagate ST10000DM0004,,"Series:BarraCuda Pro,Type:7200RPM,Capacity:10TB,Cache:256MB",284.23,399.99,163.0,Toronto,Toronto,Ontario,Canada,2020-03-09,Series:BarraCuda Pro,Type:7200RPM,Capacity:10TB,Cache:256MB,115.75999999999999,18868.879999999997,18868.879999999997
Samsung MZ-V6E1T0,,"Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB",358.06,449.99,150.0,Sydney,Sydney,New South Wales,Australia,2020-10-09,Series:960 EVO,Type:SSD,Capacity:1TB,Cache:1000MB,91.93,13789.500000000002,10342.125000000002
PNY VCGGTX1080T11XGPB-OC,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz",600.92,759.99,71.0,Sydney,Sydney,New South Wales,Australia,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.53GHz,,,159.07000000000005,11293.970000000003,8470.477500000003
Crucial CT275MX300SSD1,,"Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A",79.21,97.88,94.0,San Francisco,South San Francisco,California,United States,,Series:MX300,Type:SSD,Capacity:275GB,Cache:N/A,18.67,1754.9800000000002,1754.9800000000002
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",647.83,760.99,282.0,"Seattle, Washington",Seattle,Washington,United States,2020-02-10,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,,113.15999999999997,31911.11999999999,31911.11999999999
MSI Z170A KRAIT GAMING 3X,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",245.4,299.89,55.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,54.48999999999998,2996.949999999999,2097.8649999999993
Corsair Vengeance LPX,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB",565.73,699.99,100.0,"Seattle, Washington",Seattle,Washington,United States,2020-07-11,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:8x8GBSize:64GB,,134.26,13426.0,13426.0
MSI GTX 1080 TI LIGHTNING Z,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz",688.35,873.98,185.0,Toronto,Toronto,Ontario,Canada,2020-10-11,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.61GHz,,,185.63,34341.549999999996,34341.549999999996
Intel Xeon E5-1660 V3 (OEM/Tray),,"Speed:3.0GHz,Cores:8,TDP:140W",914.52,1019.99,66.0,Sydney,Sydney,New South Wales,Australia,,Speed:3.0GHz,Cores:8,TDP:140W,,105.47000000000003,6961.020000000002,5220.765000000001
G.Skill Ripjaws V Series,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",546.64,686.99,178.0,Sydney,Sydney,New South Wales,Australia,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,140.35000000000002,24982.300000000003,18736.725000000002
Supermicro X10SAT-O,,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",207.08,281.97,54.0,Toronto,Toronto,Ontario,Canada,2020-03-12,CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB,74.89000000000001,4044.060000000001,4044.060000000001
EVGA 11G-P4-6598-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",663.54,809.99,5.0,Bombay,Bombay,Maharashtra,India,2020-04-12,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,,146.45000000000005,732.2500000000002,732.2500000000002
Intel Core i7-7820X,,"Speed:3.6GHz,Cores:8,TDP:140W",511.1,678.75,35.0,Bombay,Bombay,Maharashtra,India,,Speed:3.6GHz,Cores:8,TDP:140W,,167.64999999999998,5867.749999999999,5867.749999999999
G.Skill Ripjaws V Series,True,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB",499.09,645.99,16.0,Bombay,Bombay,Maharashtra,India,,Speed:DDR4-3000,Type:288-pin DIMM,CAS:14Module:4x16GBSize:64GB,,146.90000000000003,2350.4000000000005,2350.4000000000005
G.Skill Ripjaws 4 Series,,"Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB",836.03,1055.99,139.0,Beijing,Beijing,Beijing,China,2021-10-01,Speed:DDR4-2400,Type:288-pin DIMM,CAS:14Module:8x16GBSize:128GB,,219.96000000000004,30574.440000000006,15287.220000000003
Crucial CT525MX300SSD1,,"Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A",135.59,150.99,124.0,Beijing,San Francisco,California,United States,,Series:MX300,Type:SSD,Capacity:525GB,Cache:N/A,15.400000000000006,1909.6000000000008,1909.6000000000008
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,49.0,Beijing,Beijing,Beijing,China,,Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz,,,571.3199999999997,27994.679999999986,13997.339999999993
Hitachi A7K1000-1000,,"Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB",29.94,41.99,125.0,Beijing,San Francisco,California,United States,,Series:Ultrastar,Type:7200RPM,Capacity:1TB,Cache:32MB,12.05,1506.25,1506.25
AMD 100-506061,,"Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz",706.99,999.99,178.0,San Francisco,South San Francisco,California,United States,,Chipset:Vega Frontier Edition,Memory:16GBCore Clock:1.44GHz,,,293.0,52154.0,52154.0
PNY VCQM6000-PB,True,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,3.0,193.0,San Francisco,South San Francisco,California,United States,2021-12-03,Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz,,,-2502.04,-482893.72,-482893.72
PNY VCQP5000-PB,,"Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz",1602.21,2015.11,68.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:Quadro P5000,Memory:16GBCore Clock:1.61GHz,,,412.89999999999986,28077.19999999999,28077.19999999999
Corsair Dominator Platinum,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1131.68,1314.99,118.0,San Francisco,South San Francisco,California,United States,2021-10-04,Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,183.30999999999995,21630.579999999994,21630.579999999994
Corsair Vengeance LPX,,"Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",609.53,734.99,27.0,Beijing,Beijing,Beijing,China,,Speed:DDR4-3333,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,125.46000000000004,3387.420000000001,1693.7100000000005
AMD Opteron 6378,,"Speed:2.4GHz,Cores:16,TDP:115W",826.99,651.92,186.0,San Francisco,South San Francisco,California,United States,,Speed:2.4GHz,Cores:16,TDP:115W,,-175.07000000000005,-32563.020000000008,-32563.020000000008
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,235.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz,,,156.73000000000002,36831.55,36831.55
Intel Xeon E5-2640 V3,,"Speed:2.6GHz,Cores:8,TDP:90W",899.99,668.24,58.0,Sydney,Sydney,New South Wales,Australia,2021-01-05,Speed:2.6GHz,Cores:8,TDP:90W,,-231.75,-13441.5,-13441.5
G.Skill Trident Z,True,"Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB",594.04,768.99,11.0,Bombay,Bombay,Maharashtra,India,,Speed:DDR4-3600,Type:288-pin DIMM,CAS:17Module:4x16GBSize:64GB,,174.95000000000005,1924.4500000000005,1924.4500000000005
Seagate ST2000DM006,True,"Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB",47.93,66.89,39.0,Beijing,Beijing,Beijing,China,,Series:Barracuda,Type:7200RPM,Capacity:2TB,Cache:64MB,18.96,739.44,369.72
SanDisk SDSSDHII-240G-G25,,,73.39,84.95,136.0,Beijing,Beijing,Beijing,China,2021-11-06,,,,,11.560000000000002,1572.1600000000003,786.0800000000002
Intel Xeon E5-2643 V4 (OEM/Tray),,"Speed:3.4GHz,Cores:6,TDP:135W",1225.59,1708.86,145.0,Sydney,Sydney,New South Wales,Australia,,Speed:3.4GHz,Cores:6,TDP:135W,,483.27,70074.15,52555.612499999996
MSI Z170 Krait Gaming,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",231.58,299.89,79.0,Toronto,Toronto,Ontario,Canada,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,68.30999999999997,5396.489999999998,5396.489999999998
Asus MAXIMUS IX CODE,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,81.0,Toronto,Toronto,Ontario,Canada,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,32.83000000000004,2659.230000000003,2659.230000000003
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,30.0,Sydney,Sydney,New South Wales,Australia,,Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz,,,571.3199999999997,17139.59999999999,12854.699999999993
PNY VCGGTX780T3XPB-OC,,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz",592.12,749.99,167.0,San Francisco,South San Francisco,California,United States,2021-03-07,Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:980MHz,,,157.87,26364.29,26364.29
MSI GeForce GTX 1080 Ti GAMING X 11G,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz",666.59,759.99,184.0,San Francisco,South San Francisco,California,United States,2021-11-07,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.57GHz,,,93.39999999999998,17185.599999999995,17185.599999999995
Asus ROG MAXIMUS IX EXTREME,,"CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB",480.89,573.99,120.0,Bombay,Bombay,Maharashtra,India,,CPU:LGA1151,Form Factor:EATX,RAM Slots:4,Max RAM:64GB,93.10000000000002,11172.000000000004,11172.000000000004
Intel Xeon E5-2699 V4 (OEM/Tray),,"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,1756.0,133.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2021-01-08,Speed:2.2GHz,Cores:22,TDP:145W,,220.3800000000001,29310.540000000015,20517.378000000008
Corsair Dominator Platinum,,"Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",1068.66,1264.99,55.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Speed:DDR4-2666,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,196.32999999999993,10798.149999999996,7558.704999999996
Intel Xeon E5-2640 V3,,"Speed:2.6GHz,Cores:8,TDP:90W",668.24,899.99,10.0,Bombay,Bombay,Maharashtra,India,2021-03-09,Speed:2.6GHz,Cores:8,TDP:90W,,231.75,2317.5,2317.5
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,46.0,Toronto,Toronto,Ontario,Canada,,Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz,,,571.3199999999997,26280.719999999987,26280.719999999987
PNY VCQM6000-PB,,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,3254.99,169.0,"Seattle, Washington",Seattle,Washington,United States,,Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz,,,749.9499999999998,126741.54999999997,126741.54999999997
Asus RAMPAGE V EXTREME,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB",459.0,572.96,33.0,Bombay,Bombay,Maharashtra,India,,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:64GB,113.96000000000004,3760.680000000001,3760.680000000001
Intel Xeon E5-2695 V3 (OEM/Tray),,"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,2431.95,112.0,New Jersey,South Brunswick,New Jersey,United States,,Speed:2.3GHz,Cores:14,TDP:120W,,506.8199999999997,56763.83999999997,56763.83999999997
Samsung MZ-75E1T0B/AM,True,"Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A",260.23,339.99,189.0,Mexico City,Monterrey,Nuevo Leon,Mexico,,Series:850 EVO-Series,Type:SSD,Capacity:1TB,Cache:N/A,79.75999999999999,15074.639999999998,10552.247999999998
EVGA 11G-P4-6696-KR,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz",594.46,759.99,118.0,"Southlake, Texas",Southlake,Texas,United States,2021-10-11,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.56GHz,,,165.52999999999997,19532.539999999997,17579.285999999996
Kingston HyperX Predator,,"Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",471.78,635.99,51.0,Sydney,Sydney,New South Wales,Australia,2021-11-11,Speed:DDR4-3000,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,164.21000000000004,8374.710000000003,6281.032500000002
PNY VCQK6000-PB,,"Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz",1740.31,2290.79,36.0,Bombay,Bombay,Maharashtra,India,,Chipset:Quadro K6000,Memory:12GBCore Clock:902MHz,,,550.48,19817.28,19817.28
Asus MAXIMUS IX CODE,,"CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB",266.15,298.98,122.0,San Francisco,South San Francisco,California,United States,,CPU:LGA1151,Form Factor:ATX,RAM Slots:4,Max RAM:64GB,32.83000000000004,4005.2600000000048,4005.2600000000048
Western Digital WDS250G1B0A,True,"Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A",72.54,89.89,114.0,San Francisco,South San Francisco,California,United States,,Series:Blue,Type:SSD,Capacity:250GB,Cache:N/A,17.349999999999994,1977.8999999999994,1977.8999999999994
Intel Core i7-5930K,True,"Speed:3.5GHz,Cores:6,TDP:140W",481.56,554.99,133.0,"Southlake, Texas",Southlake,Texas,United States,2021-01-12,Speed:3.5GHz,Cores:6,TDP:140W,,73.43,9766.19,8789.571
AMD 100-505989,,"Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz",2128.67,2699.99,88.0,New Jersey,South Brunswick,New Jersey,United States,2021-03-12,Chipset:FirePro W9100,Memory:32GBCore Clock:930MHz,,,571.3199999999997,50276.159999999974,50276.159999999974
Asus Sabertooth 990FX,,"CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",252.31,295.72,17.0,Mexico City,Monterrey,Nuevo Leon,Mexico,2021-12-12,CPU:AM3+,Form Factor:ATX,RAM Slots:4,Max RAM:32GB,43.410000000000025,737.9700000000005,516.5790000000003
Gigabyte GV-N98TWF3OC-6GD,,"Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.06GHz",633.29,749.99,44.0,Sydney,Sydney,New South Wales,Australia,,Chipset:GeForce GTX 980 Ti,Memory:6GBCore Clock:1.06GHz,,,116.70000000000005,5134.800000000002,3851.1000000000013
Kingston,,"Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB",650.48,741.63,12.0,Bombay,Bombay,Maharashtra,India,2022-08-01,Speed:DDR4-2133,Type:288-pin DIMM,CAS:15Module:4x16GBSize:64GB,,91.14999999999998,1093.7999999999997,1093.7999999999997
Gigabyte GV-N108TAORUSX W-11GD,True,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz",596.05,824.98,32.0,Sydney,Sydney,New South Wales,Australia,2022-10-01,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.63GHz,,,228.93000000000006,7325.760000000002,5494.3200000000015
Intel Xeon E5-2699 V4 (OEM/Tray),,"Speed:2.2GHz,Cores:22,TDP:145W",1535.62,1756.0,121.0,Beijing,Beijing,Beijing,China,2022-11-01,Speed:2.2GHz,Cores:22,TDP:145W,,220.3800000000001,26665.980000000014,13332.990000000007
EVGA 12G-P4-3992-KR,,"Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz",2313.07,2799.99,20.0,Beijing,Beijing,Beijing,China,,Chipset:GeForce GTX Titan Z,Memory:12GBCore Clock:732MHz,,,486.9199999999996,9738.399999999992,4869.199999999996
MSI X99A GODLIKE GAMING CARBON,,"CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB",415.0,549.59,183.0,Beijing,Beijing,Beijing,China,2022-05-02,CPU:LGA2011-3,Form Factor:EATX,RAM Slots:8,Max RAM:128GB,134.59000000000003,24629.970000000005,12314.985000000002
Asus ROG-POSEIDON-GTX1080TI-P11G-GAMING,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz",696.14,864.98,155.0,Bombay,Bombay,Maharashtra,India,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.62GHz,,,168.84000000000003,26170.200000000004,26170.200000000004
Intel Xeon E5-2630 V4,,"Speed:2.2GHz,Cores:10,TDP:85W",528.95,647.99,226.0,"Seattle, Washington",Seattle,Washington,United States,2022-10-03,Speed:2.2GHz,Cores:10,TDP:85W,,119.03999999999996,26903.039999999994,26903.039999999994
Intel Xeon E5-2687W,,"Speed:3.1GHz,Cores:8,TDP:150W",581.16,710.99,76.0,"Seattle, Washington",Seattle,Washington,United States,2022-11-03,Speed:3.1GHz,Cores:8,TDP:150W,,129.83000000000004,9867.080000000004,9867.080000000004
Crucial CT1050MX300SSD1,,"Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A",192.52,267.99,163.0,Sydney,Sydney,New South Wales,Australia,,Series:MX300,Type:SSD,Capacity:1.1TB,Cache:N/A,75.47,12301.61,9226.2075
ASRock E3C224D4M-16RE,,"CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB",364.79,499.99,148.0,Bombay,Bombay,Maharashtra,India,,CPU:LGA1150,Form Factor:ATX,RAM Slots:4,Max RAM:32GB,135.2,20009.6,20009.6
G.Skill Trident Z,,"Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB",647.83,760.99,194.0,Beijing,Beijing,Beijing,China,,Speed:DDR4-3200,Type:288-pin DIMM,CAS:14Module:8x8GBSize:64GB,,113.15999999999997,21953.039999999994,10976.519999999997
G.Skill Ripjaws 4 Series,,"Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB",834.06,1073.99,166.0,Bombay,Bombay,Maharashtra,India,2022-01-04,Speed:DDR4-2800,Type:288-pin DIMM,CAS:15Module:8x16GBSize:128GB,,239.93000000000006,39828.38000000001,39828.38000000001
Zotac ZT-P10810G-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz",598.25,754.98,185.0,San Francisco,South San Francisco,California,United States,2022-02-04,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.51GHz,,,156.73000000000002,28995.050000000003,28995.050000000003
Intel Xeon E5-2695 V3 (OEM/Tray),,"Speed:2.3GHz,Cores:14,TDP:120W",1925.13,2431.95,90.0,Toronto,Toronto,Ontario,Canada,2022-09-04,Speed:2.3GHz,Cores:14,TDP:120W,,506.8199999999997,45613.799999999974,45613.799999999974
MSI GAMING,True,"Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz",753.18,849.99,74.0,Toronto,Toronto,Ontario,Canada,2022-09-04,Chipset:GeForce GTX 780 Ti,Memory:3GBCore Clock:1.02GHz,,,96.81000000000006,7163.940000000004,7163.940000000004
Zotac ZT-P10810A-10P,,"Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz",702.35,849.99,47.0,Toronto,Toronto,Ontario,Canada,,Chipset:GeForce GTX 1080 Ti,Memory:11GBCore Clock:1.48GHz,,,147.64,6939.079999999999,6939.079999999999
PNY VCQM6000-PB,,"Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz",2505.04,3254.99,157.0,Toronto,Toronto,Ontario,Canada,,Chipset:Quadro M6000,Memory:12GBCore Clock:988MHz,,,749.9499999999998,117742.14999999997,117742.14999999997
